X1,X2,X3,Y
0.0976270078546495,-0.2033945491097432,1,-0.7224190757722495
0.43037873274483895,0.03855876902615443,1,-0.5477583173805443
0.20552675214328775,3.699182493359273,1,10.153437608885378
0.08976636599379373,-0.4283333124001685,0,-1.7479808150727734
-0.15269040132219058,-0.9980332759883658,0,-3.951194134117148
0.29178822613331223,0.04270244768709722,1,0.5371838467671821
-0.12482557747461498,-1.8382268897398875,1,-2.758369753933594
0.7835460015641595,0.38550769813043234,0,-0.36401822466921196
0.9273255210020586,-0.7301104330925153,1,-2.5607722031299165
-0.2331169623484446,-3.5826550960823673,1,-9.864717312250098
0.5834500761653292,-0.1171731022677217,1,-1.859719384743447
0.05778983950580896,-0.6350861878603985,1,-0.7212145399904133
0.13608912218786462,-3.2648466041359665,1,-7.989182939470035
0.8511932765853221,-0.13426830922904354,0,-2.015499724244441
-0.8579278836042261,2.9787119241489606,1,8.3962929006179
-0.8257414005969186,1.0426074965514274,0,3.6965067782875196
-0.9595632051193486,1.2238543854623156,1,4.08898135499828
0.665239691095876,-2.682993451166085,1,-9.491641572726373
0.556313501899701,0.9537967378444449,0,1.0676439293185975
0.7400242964936383,0.29689916276015615,0,-0.39521188962990583
0.957236684465528,1.0580904766688632,1,1.476369250642878
0.5983171284334472,0.8452572434176513,0,0.38351237141256783
-0.07704127549413631,-2.7195614510076274,1,-7.706835418360063
0.5610583525729109,-0.08280162311593486,1,0.1769863041618882
-0.7634511482621336,-1.515741720850332,1,-1.8064969029775046
0.27984204265504764,-0.10016818856964418,0,0.6494574484715621
-0.7132934251819072,-1.794801853803661,0,-2.6181034758683714
0.8893378340991678,2.6249407342819926,1,3.2785507408544974
0.04369664350014335,-1.7179447768886846,1,-3.12720554896611
-0.17067612001895283,-1.797884312931072,0,-6.049893779862931
-0.47088877579074606,0.14917281308710706,1,1.0552140938701957
0.5484673788684333,-2.1541981388079896,0,-7.23318678151699
-0.0876993355669029,-0.8493266048657314,0,-2.5419802913931266
0.13686789773729702,-1.6599291950759238,0,-4.525993567546937
-0.9624203991272897,2.8223441277792234,1,8.457846076898424
0.23527099415175412,1.5716076536623451,1,2.8077851415957076
0.22419144544484282,-0.11493903693078929,1,0.3648747185164172
0.23386799374951384,-0.7824341043480325,0,-2.937071516303136
0.8874961570292483,1.8818352291502267,0,2.603968807518596
0.3636405982069668,0.8104081606457761,1,-0.39494414649415344
-0.280984198852428,0.9961048093657134,0,2.3750930378038158
-0.1259360924013171,-0.052384474688500965,0,-1.269818184980114
0.3952623918545297,-3.3764600555428643,1,-9.65230129558309
-0.8795490567414603,-0.22493196511910543,1,2.6187030049097344
0.33353343089133536,-1.0649798384181355,1,-3.925187686800522
0.3412757392363188,1.2901105469197538,1,1.949828282500717
-0.5792348778523182,2.023684865988378,0,5.386671317273837
-0.7421474046902934,-1.3159020895223372,0,-1.8551715837779121
-0.36914329815163227,0.9367704685541033,0,1.6961980379404369
-0.2725784581147548,3.4717579953714264,0,9.958695940438137
0.14039354083575928,-1.335425441141118,0,-2.669503159163095
-0.1227969730753593,3.3638434801462753,0,7.273755580047942
0.9767476761184524,-1.705171694341294,0,-6.961506343666995
-0.7959103785039439,0.04591951121590289,0,0.427944062390032
-0.5822464878103306,-0.022291223683682502,1,-0.07661718845977217
-0.6773809642300075,0.02299779974012475,0,1.2152674782664843
0.30621665093079686,-1.6753560838158905,1,-3.5672286431719504
-0.4934167949204358,-1.1823662075288595,1,0.5427823341452842
-0.06737845428738742,-1.3354405727187988,0,-4.601254026853559
-0.5111488159967945,0.6539251908089148,0,3.493345699828497
-0.6820608327089606,0.6600702290206233,0,3.8566509292274325
-0.7792497176713897,4.451888663476518,1,13.386074403601226
0.31265917893054684,2.741978012582243,0,6.331790163170577
-0.7236340973027724,-1.0196864842769582,0,-0.728674967786147
-0.606835276639893,0.6497392315923721,0,4.3121185805026165
-0.2625496586780718,1.994235961583519,1,6.48849778393141
0.6419864596958702,0.061203648677035614,1,-0.6911016832028366
-0.8057974484138775,-0.13928315689387116,0,-0.10278179441439517
0.6758898149976078,0.10314988553977808,0,-1.2885841611332722
-0.8078031842120739,1.7345532576168556,0,6.476154445239357
0.9529189300267915,-1.696641045610465,0,-6.402830112750274
-0.06269759670459685,-0.6513389376403483,0,-2.7828753996166804
0.9535221763806743,0.9408662896929637,0,0.03419757396762424
0.20969103949009193,0.622894143108311,1,1.5086997963304798
0.47852715879660335,0.47916551971278265,0,0.005598239444457198
-0.9216244154913587,-0.7396023326076064,0,-2.167605367754549
-0.43438607484718084,1.9450715782850738,1,6.782239709509778
-0.7596068775736622,4.267736494409075,1,13.283978147933734
-0.40771960495571014,0.8128309873524124,1,3.79237011647896
-0.7625445620915119,-0.3863534030996798,1,1.0554427992888002
-0.36403364121204795,1.5114805777890852,0,2.200832464293387
-0.17147401097066006,-1.07826527350598,0,-2.872037953794893
-0.8717050073024313,-1.4993806894057933,0,-1.444326709567451
0.3849442387400397,0.0656174952274236,0,-1.9659736157039815
0.1332029084131503,-5.165593265939889,0,-15.669658447837309
-0.46922101812110917,-2.307900727304019,0,-6.871867753888523
0.04649610693339934,-0.6959237118416917,0,-2.018775801650425
-0.8121189784831166,-2.7067777162954267,1,-4.269830324919896
0.15189299111235854,-2.065286203784259,0,-5.080708297063897
0.8585923951524281,-0.8734966749160148,0,-4.456185473324546
-0.3628620950973527,-3.2859305870612183,1,-8.48943065343691
0.3348207599273634,-0.8121435925196638,1,-3.0185046417475623
-0.7364042751912157,-1.070540329065689,1,0.1152971003175568
0.4326544082371311,0.050810416770032035,0,-1.0977868671097062
-0.4211878141055978,2.3083680609880384,0,6.763125415361269
-0.6336172759857663,0.3450088329857318,0,2.064545439896902
0.1730258696201663,0.04212404268412725,0,-0.9457021842603104
-0.9597849076250129,0.1989089140614235,0,1.7428352628955508
0.6578800584347262,0.4547855502422569,1,2.1783060284920497
